id,doc_type,title,date,url,first_seen,last_seen
circular:revision-of-investment-guidelines-for-nps-schemes,circular,Revision of Investment Guidelines for NPS Schemes,2014-01-29,https://www.pfrda.org.in/w/revision-of-investment-guidelines-for-nps-schemes,2026-07-08T04:54:24.040812+00:00,2026-07-17T05:27:10.072753+00:00
circular:remittance-of-nps-funds-solely-through-electronic-mode-neft-rtgs-from-1st-april-2014,circular,Remittance of NPS funds solely through electronic mode (NEFT/RTGS) from 1st April 2014,2014-01-09,https://www.pfrda.org.in/w/remittance-of-nps-funds-solely-through-electronic-mode-neft-rtgs-from-1st-april-2014,2026-07-08T04:54:24.042006+00:00,2026-07-17T05:27:10.073701+00:00
circular:permission-for-keeping-of-securities-as-margin-with-the-ccil-for-margin-requirements-copy-11-,circular,Accounting Policy for Inflation Linked Bonds,2013-12-11,https://www.pfrda.org.in/w/permission-for-keeping-of-securities-as-margin-with-the-ccil-for-margin-requirements-copy-11-,2026-07-08T04:54:24.043180+00:00,2026-07-17T05:27:10.074686+00:00
circular:first-amendment-to-pfrda,circular,Amendment to PFRDA (Preparation of Financial Statements and Auditor’s Report of schemes under National Pension System) Guidelines-2012 under Schedule A- Part VI (Auditor’s Report),2013-11-04,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/first-amendment-to-pfrda,2026-07-08T04:54:18.390154+00:00,2026-07-17T05:27:03.950330+00:00
circular:acceptance-of-e-kyc-as-a-valid-process-for-kyc-verification-24-10-2013,circular,Acceptance of e-KYC as a valid process for KYC verification 24-10-2013,2013-10-24,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/acceptance-of-e-kyc-as-a-valid-process-for-kyc-verification-24-10-2013,2026-07-08T04:54:24.044914+00:00,2026-07-17T05:27:10.075751+00:00
circular:changes-in-investment-guidelines-for-government-sector%C2%A0,circular,Changes in Investment Guidelines for Government Sector,2013-10-15,https://www.pfrda.org.in/w/changes-in-investment-guidelines-for-government-sector%C2%A0,2026-07-08T04:54:24.046479+00:00,2026-07-17T05:27:10.076847+00:00
notification:withdrawal-of-pension-wealth-of-rupees-two-lakhs-or-less%C2%A0,notification,Withdrawal of Pension wealth of Rupees Two lakhs or less,2013-10-08,https://www.pfrda.org.in/w/regulatory-framework/notifications/central-government/withdrawal-of-pension-wealth-of-rupees-two-lakhs-or-less%C2%A0,2026-06-18T10:16:51.075158+00:00,2026-07-17T05:27:13.354441+00:00
notification:withdrawal-of-pension-wealth-of-rupees-two-lakhs-or-less%C2%A0?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D7&p_l_back_url_title=Notifications,notification,Withdrawal of Pension wealth of Rupees Two lakhs or less,2013-10-08,https://www.pfrda.org.in/w/regulatory-framework/notifications/central-government/withdrawal-of-pension-wealth-of-rupees-two-lakhs-or-less%C2%A0?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D7&p_l_back_url_title=Notifications,2026-06-18T08:32:25.153727+00:00,2026-06-18T08:32:25.153727+00:00
circular:option-to-defer-annuity-purchase-under-nps-at-the-time-of-exit,circular,Option to defer Annuity purchase under NPS at the time of exit,2013-09-17,https://www.pfrda.org.in/w/option-to-defer-annuity-purchase-under-nps-at-the-time-of-exit,2026-07-08T04:54:24.049018+00:00,2026-07-17T05:27:10.078974+00:00
circular:subscriber-registration-under-nps-nps-swavalamban,circular,Subscriber registration under NPS-NPS-Swavalamban,2013-09-17,https://www.pfrda.org.in/w/subscriber-registration-under-nps-nps-swavalamban,2026-07-08T04:54:24.047669+00:00,2026-07-17T05:27:10.077981+00:00
notification:haryana-sab-notification-local-bodies-department-,notification,Haryana-SAB Notification (Local Bodies Department),2013-09-16,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/haryana-sab-notification-local-bodies-department-,2026-06-18T10:16:51.076094+00:00,2026-07-17T05:27:13.355426+00:00
notification:haryana-sab-notification-local-bodies-department-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D7&p_l_back_url_title=Notifications,notification,Haryana-SAB Notification (Local Bodies Department),2013-09-16,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/haryana-sab-notification-local-bodies-department-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D7&p_l_back_url_title=Notifications,2026-06-18T08:32:25.155238+00:00,2026-06-18T08:32:25.155238+00:00
notification:ut-dadra-and-nagar-haveli-and-daman-and-diu-ut-notification,notification,UT - Dadra and Nagar Haveli and Daman and Diu-UT Notification,2013-09-10,https://www.pfrda.org.in/w/regulatory-framework/notifications/ut-dadra-and-nagar-haveli-and-daman-and-diu-ut-notification,2026-06-18T10:16:51.077131+00:00,2026-07-17T05:27:13.356454+00:00
notification:ut-dadra-and-nagar-haveli-and-daman-and-diu-ut-notification?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D7&p_l_back_url_title=Notifications,notification,UT - Dadra and Nagar Haveli and Daman and Diu-UT Notification,2013-09-10,https://www.pfrda.org.in/w/regulatory-framework/notifications/ut-dadra-and-nagar-haveli-and-daman-and-diu-ut-notification?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D7&p_l_back_url_title=Notifications,2026-06-18T08:32:25.156285+00:00,2026-06-18T08:32:25.156285+00:00
notification:gujarat-sab-notification,notification,Gujarat-SAB Notification,2013-08-23,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/gujarat-sab-notification,2026-06-18T10:16:51.078311+00:00,2026-07-17T05:27:13.357467+00:00
notification:gujarat-sab-notification?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D7&p_l_back_url_title=Notifications,notification,Gujarat-SAB Notification,2013-08-23,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/gujarat-sab-notification?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D7&p_l_back_url_title=Notifications,2026-06-18T08:32:25.157340+00:00,2026-06-18T08:32:25.157340+00:00
circular:portability-of-pran-nps-lite-swavalamban-to-nps-all-citizen-model-and-other-sectors,circular,Portability of PRAN – NPS Lite/Swavalamban to NPS – All Citizen Model and other sectors,2013-08-20,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/portability-of-pran-nps-lite-swavalamban-to-nps-all-citizen-model-and-other-sectors,2026-07-08T04:54:18.391761+00:00,2026-07-17T05:27:03.951267+00:00
circular:nps-trust-account-numbers-contact-details-of-new-trustee-bank,circular,NPS Trust account numbers & contact details of New Trustee Bank,2013-05-31,https://www.pfrda.org.in/w/nps-trust-account-numbers-contact-details-of-new-trustee-bank,2026-07-08T04:54:24.050196+00:00,2026-07-17T05:27:10.080250+00:00
circular:addendum-to%C2%A0-kyc-documents-for-entry-and-exit-of-nps-and-making-pan-card-mandatory-for-tier-ii-account,circular,Addendum to  KYC documents for entry and exit of NPS and making PAN card mandatory for Tier-II Account,2013-05-22,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/addendum-to%C2%A0-kyc-documents-for-entry-and-exit-of-nps-and-making-pan-card-mandatory-for-tier-ii-account,2026-07-08T04:54:24.051540+00:00,2026-07-17T05:27:10.081177+00:00
circular:appointment-of-new-trustee-bank-tb-under-national-pension-system-nps-reg,circular,Appointment of new Trustee Bank (TB) under National Pension System (NPS)-reg,2013-04-30,https://www.pfrda.org.in/w/appointment-of-new-trustee-bank-tb-under-national-pension-system-nps-reg,2026-07-08T04:54:24.052801+00:00,2026-07-17T05:27:10.082214+00:00
circular:clarifications-on-investment-guidelines-for-private-sector-nps,circular,Clarifications on Investment Guidelines for Private Sector NPS,2013-04-17,https://www.pfrda.org.in/w/clarifications-on-investment-guidelines-for-private-sector-nps,2026-07-08T04:54:24.054108+00:00,2026-07-17T05:27:10.083222+00:00
circular:amendment-to-pfrda-preparation-of-financial-statements-and-auditor-s-report-of-schemes-under-national-pension-system-guidelines-2012-under-schedule-a-part-vi-auditor-s-report,circular,Amendment to PFRDA (Preparation of Financial Statements and Auditor’s Report of schemes under National Pension System) Guidelines-2012 under Schedule A- Part VI (Auditor’s Report),2013-04-11,https://www.pfrda.org.in/w/amendment-to-pfrda-preparation-of-financial-statements-and-auditor-s-report-of-schemes-under-national-pension-system-guidelines-2012-under-schedule-a-part-vi-auditor-s-report,2026-07-08T04:54:24.055266+00:00,2026-07-17T05:27:10.084200+00:00
circular:mis-upload-by-point-of-presence-under-nps,circular,MIS upload by point of presence under nps,2013-04-01,https://www.pfrda.org.in/w/mis-upload-by-point-of-presence-under-nps,2026-07-08T04:54:24.056863+00:00,2026-07-17T05:27:10.085252+00:00
circular:circular-on-replacing-the-existing-facility-of-phased-withdrawal-with-deferred-withdrawal-,circular,Circular on replacing the existing facility of 'Phased Withdrawal' with 'Deferred Withdrawal',2013-03-11,https://www.pfrda.org.in/w/circular-on-replacing-the-existing-facility-of-phased-withdrawal-with-deferred-withdrawal-,2026-07-08T04:54:24.058115+00:00,2026-07-17T05:27:10.086245+00:00
circular:default-asp-and-annuity-variant,circular,Default ASP and Annuity Variant,2013-02-14,https://www.pfrda.org.in/w/default-asp-and-annuity-variant,2026-07-08T04:54:24.059296+00:00,2026-07-17T05:27:10.087176+00:00
circular:nps-corporate-sector-model-discontinution-of-corporate-cg-scheme-for-new-corporate-joining-nps,circular,NPS - Corporate Sector Model - Discontinution of 'Corporate - CG Scheme' for new corporate joining NPS,2013-02-12,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/nps-corporate-sector-model-discontinution-of-corporate-cg-scheme-for-new-corporate-joining-nps,2026-07-08T04:54:18.393056+00:00,2026-07-17T05:27:03.952386+00:00
circular:revision-in-documentary-requirements-in-case-of-exits-arising-from-death-of-the-subscriber-under-nps-swavalamban-1,circular,Revision in documentary requirements in case of exits arising from Death of the subscriber under NPS-Swavalamban,2013-02-06,https://www.pfrda.org.in/w/revision-in-documentary-requirements-in-case-of-exits-arising-from-death-of-the-subscriber-under-nps-swavalamban-1,2026-07-08T04:54:24.060597+00:00,2026-07-17T05:27:10.088420+00:00
circular:master-circular-on-product-design-and-exit-from-nps,circular,Master Circular on Product design and Exit from NPS,2013-01-22,https://www.pfrda.org.in/w/master-circular-on-product-design-and-exit-from-nps,2026-07-08T04:54:24.824047+00:00,2026-07-17T05:27:10.810344+00:00
circular:revision-in-kyc-documents-required-for-entry-and-exit-under-nps,circular,Revision in KYC documents required for entry and exit under NPS,2013-01-15,https://www.pfrda.org.in/w/revision-in-kyc-documents-required-for-entry-and-exit-under-nps,2026-07-08T04:54:24.826156+00:00,2026-07-17T05:27:10.812248+00:00
circular:revised-list-of-kyc-documents-required-for-entry-and-exit-under-nps,circular,Revised List of KYC documents required for entry and exit under NPS,2013-01-11,https://www.pfrda.org.in/w/revised-list-of-kyc-documents-required-for-entry-and-exit-under-nps,2026-07-08T04:54:24.827442+00:00,2026-07-17T05:27:10.813336+00:00
notification:kerala-state-notification,notification,Kerala-State Notification,2013-01-07,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/kerala-state-notification,2026-06-18T10:16:51.080408+00:00,2026-07-17T05:27:13.359376+00:00
notification:kerala-sab-notification,notification,Kerala-SAB Notification,2013-01-07,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/kerala-sab-notification,2026-06-18T10:16:51.079307+00:00,2026-07-17T05:27:13.358408+00:00
notification:kerala-state-notification?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D7&p_l_back_url_title=Notifications,notification,Kerala-State Notification,2013-01-07,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/kerala-state-notification?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D7&p_l_back_url_title=Notifications,2026-06-18T08:32:25.159795+00:00,2026-06-18T08:32:25.159795+00:00
notification:kerala-sab-notification?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D7&p_l_back_url_title=Notifications,notification,Kerala-SAB Notification,2013-01-07,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/kerala-sab-notification?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D7&p_l_back_url_title=Notifications,2026-06-18T08:32:25.158702+00:00,2026-06-18T08:32:25.158702+00:00
notification:arunachal-pradesh-sab-notification,notification,Arunachal Pradesh-SAB Notification,2012-12-19,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/arunachal-pradesh-sab-notification,2026-06-18T10:16:51.081345+00:00,2026-07-17T05:27:13.360424+00:00
notification:arunachal-pradesh-sab-notification?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D7&p_l_back_url_title=Notifications,notification,Arunachal Pradesh-SAB Notification,2012-12-19,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/arunachal-pradesh-sab-notification?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D7&p_l_back_url_title=Notifications,2026-06-18T08:32:25.161340+00:00,2026-06-18T08:32:25.161340+00:00
circular:security-deposit-amendment-to-para-10-of-regulation-for-aggregators-under-nps-lite-2010,circular,Security Deposit-amendment to Para 10 of Regulation for aggregators under NPS-Lite 2010,2012-12-13,https://www.pfrda.org.in/w/security-deposit-amendment-to-para-10-of-regulation-for-aggregators-under-nps-lite-2010,2026-07-08T04:54:24.828883+00:00,2026-07-17T05:27:10.814309+00:00
notification:odisha-sab-notification,notification,Odisha-SAB Notification,2012-11-01,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/odisha-sab-notification,2026-06-18T10:16:51.082307+00:00,2026-07-17T05:27:13.361427+00:00
notification:odisha-sab-notification?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D7&p_l_back_url_title=Notifications,notification,Odisha-SAB Notification,2012-11-01,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/odisha-sab-notification?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D7&p_l_back_url_title=Notifications,2026-06-18T08:32:25.162728+00:00,2026-06-18T08:32:25.162728+00:00
